Config	Acc	Acc-Std	F1-Macro	F1-Macro-Std	F1-Weighted	F1-Weighted-Std	LT-Acc	LT-Acc-Std	LT-F1-Macro	LT-F1-Macro-Std	LT-F1-Weighted	LT-F1-Weighted-Std	MI-Acc	MI-Acc-Std	MI-F1-Macro	MI-F1-Macro-Std	MI-F1-Weighted	MI-F1-Weighted-Std	NA-Acc	NA-Acc-Std	NA-F1-Macro	NA-F1-Macro-Std	NA-F1-Weighted	NA-F1-Weighted-Std	RE-Acc	RE-Acc-Std	RE-F1-Macro	RE-F1-Macro-Std	RE-F1-Weighted	RE-F1-Weighted-Std	SM-Acc	SM-Acc-Std	SM-F1-Macro	SM-F1-Macro-Std	SM-F1-Weighted	SM-F1-Weighted-Std
li_r-e-l-n-t	51.29052632	12.18052632	53.63	9.574736842	57.61	10.88421053	44.66631579	5.424736842	50.02894737	5.285789474	50.31	5.6	46.15789474	9.323157895	51.56736842	9.634736842	52.87210526	8.384210526	48.19	14.30684211	49.92842105	18.39894737	57.30105263	11.83789474	63.81789474	11.09789474	59.44421053	5.380526316	67.38	10.57368421	48.27894737	7.464736842	53.46842105	6.535263158	55.64578947	7.871052632
li-pt_li-pt-l-v	53.84125	12.53375	53.6025	9.5675	57.9225	11.18125	47.80625	6.345	49.74375	5.9925	50.5475	6.04375	52.92375	11.33	54.61	10.845	56.93875	9.25875	55.0125	13.79625	52.69	16.67875	61.7875	10.71125	65.59125	8.89875	58.5125	4.3825	66.76	9.51	46.94375	7.08625	51.39375	5.6925	52.7975	6.625
ss-ps_ss-ps-e-l-n-s-v	52.38625	10.31875	53.5925	8.6325	57.93875	9.10875	43.93	4.50375	47.89375	3.72625	49.075	3.63625	49.04625	10.29875	52.375	9.7875	54.2675	7.985	51.34125	11.73875	50.95875	16.15375	59.7625	8.4875	62.22875	6.98375	57.83625	3.20375	65.63375	7.23625	50.61125	7.185	54.83625	5.70375	56.87625	7.075
lt-ps_lt-ps-l-n-s-t-v	51.94	10.7325	53.59	8.63375	57.81375	9.09	46.29375	4.96375	49.97375	4.71625	51.235	4.22875	51.225	10.9575	54.3675	10.24375	56.54	8.55	53.64125	11.3325	52.78625	17.305	62.13125	7.36125	63.19375	7.1175	58.8375	2.97375	66.56125	7.30625	44.895	6.15125	51.035	5.5175	52.29375	5.5475
lt_lt-e-s	50.89842105	12.15157895	53.58368421	10.06210526	57.57631579	11.15947368	44.54789474	6.053157895	50.10789474	6.803684211	50.42368421	6.874210526	44.32157895	8.4	50.00842105	9.087368421	51.10105263	7.766842105	47.79368421	14.95894737	50.24315789	19.36947368	57.41263158	11.82526316	63.03	10.26315789	58.68526316	4.593684211	67.02052632	10.02631579	48.80578947	8.787894737	54.53210526	7.975789474	56.60526316	9.673684211
lt-ps_lt-ps-v	53.215	12.27625	53.54625	9.29	57.76	10.89375	48.21125	5.62375	50.5575	5.78625	51.61375	5.64875	52.60375	12.39875	54.50625	11.58625	56.77	10.5925	54.845	12.83	52.88125	16.72875	61.9025	10.295	64.22375	9.16	58.29875	3.72375	66.0925	9.485	46.03125	6.53875	50.93625	5.35125	52.315	6.16125
li_li-e-n-t	50.86526316	11.28	53.53473684	9.034736842	57.53684211	10.18052632	44.87842105	5.185789474	49.96578947	5.235789474	50.63894737	5.349473684	46.40157895	8.154210526	51.75736842	8.754210526	53.34315789	7.445789474	48.47263158	12.95157895	50.29894737	17.74368421	57.93157895	10.80947368	62.37789474	10.45473684	58.84684211	4.717894737	66.56	9.845263158	47.69368421	6.918947368	53.39947368	5.917368421	55.36526316	7.278421053
li_li-e-t	50.86526316	11.28	53.53473684	9.034736842	57.53684211	10.18052632	44.87842105	5.185789474	49.96578947	5.235789474	50.63894737	5.349473684	46.40157895	8.154210526	51.75736842	8.754210526	53.34315789	7.445789474	48.47263158	12.95157895	50.29894737	17.74368421	57.93157895	10.80947368	62.37789474	10.45473684	58.84684211	4.717894737	66.56	9.845263158	47.69368421	6.918947368	53.39947368	5.917368421	55.36526316	7.278421053
li_r-t-v	51.8175	11.68875	53.5275	9.305	57.53375	10.2175	46.445	4.58625	50.155	3.2825	51.2025	3.5675	52.2925	11.1075	55.11625	10.6075	57.5825	8.905	53.32125	12.0725	52.88	17.6	61.845	9.78625	63.775	8.77875	59.5475	3.82875	66.78875	8.7625	43.5525	5.65	49.73	5.2275	50.80625	5.225
lt_r-e-l-n-t	51.33105263	12.29315789	53.49368421	9.659473684	57.45684211	11.12842105	44.61421053	5.83	49.67052632	5.941052632	50.05631579	6.203684211	46.46894737	9.690526316	51.47315789	9.775263158	52.91789474	8.692631579	48.60052632	14.59368421	50.11421053	18.28421053	57.55	12.26105263	63.49631579	11.20736842	59.13789474	5.673157895	66.89947368	10.81421053	48.34842105	7.272105263	53.40421053	6.338947368	55.50947368	7.811052632
li_li-v	53.80125	12.5075	53.48375	9.56375	57.7875	11.20375	47.8575	5.97	49.55125	5.85	50.47	5.80625	54.10125	11.56375	55.3325	11.07	57.9375	9.39875	55.1675	13.43125	52.67625	16.45375	61.8825	10.88625	64.73375	8.66	57.95	4.2975	65.9775	9.32625	46.82875	7.17	51.2075	5.78125	52.5	6.71125
li-ps_li-ps-l-n-s-t-v	51.95375	10.835	53.48125	8.8425	57.72	9.23875	46.39875	5.8575	49.7025	5.525	51.14	5.015	51.8125	10.76375	54.5975	9.94125	57.02625	8.27125	54.30625	12.09875	53.38375	17.83125	62.72	8.7875	62.65625	7.09125	58.46375	3.2775	66.04125	7.12625	44.70875	6.145	50.7125	5.36125	51.92375	5.5275
ss_ss-e-l-n-t	52.12052632	12.54	53.45789474	9.735789474	57.52894737	11.27684211	45.87052632	5.202631579	50.52263158	5.502631579	50.69947368	5.548947368	45.87684211	8.234736842	50.37473684	8.613157895	51.41105263	7.185263158	49.11578947	16.16	49.78473684	19.07684211	57.26421053	12.70105263	65.20105263	10.51631579	59.40210526	4.416842105	67.88894737	10.28157895	48.96736842	8.304736842	53.35105263	7.577894737	55.49894737	8.849473684
ss_ss-e-l-t	52.12052632	12.54	53.45789474	9.735789474	57.52894737	11.27684211	45.87052632	5.202631579	50.52263158	5.502631579	50.69947368	5.548947368	45.87684211	8.234736842	50.37473684	8.613157895	51.41105263	7.185263158	49.11578947	16.16	49.78473684	19.07684211	57.26421053	12.70105263	65.20105263	10.51631579	59.40210526	4.416842105	67.88894737	10.28157895	48.96736842	8.304736842	53.35105263	7.577894737	55.49894737	8.849473684
ss_ss-e-n-l-t	52.12052632	12.54	53.45789474	9.735789474	57.52894737	11.27684211	45.87052632	5.202631579	50.52263158	5.502631579	50.69947368	5.548947368	45.87684211	8.234736842	50.37473684	8.613157895	51.41105263	7.185263158	49.11578947	16.16	49.78473684	19.07684211	57.26421053	12.70105263	65.20105263	10.51631579	59.40210526	4.416842105	67.88894737	10.28157895	48.96736842	8.304736842	53.35105263	7.577894737	55.49894737	8.849473684
ss_ss-e-n-t	52.12052632	12.53947368	53.45789474	9.735789474	57.52894737	11.27684211	45.87052632	5.202631579	50.52263158	5.502631579	50.69947368	5.548947368	45.87684211	8.235263158	50.37473684	8.613684211	51.41105263	7.185263158	49.11684211	16.15842105	49.78578947	19.07526316	57.26526316	12.69947368	65.20105263	10.51631579	59.40210526	4.416842105	67.88894737	10.28157895	48.96736842	8.304736842	53.35105263	7.577894737	55.49894737	8.849473684
ss_ss-e-t	52.12052632	12.53947368	53.45789474	9.735789474	57.52894737	11.27684211	45.87052632	5.202631579	50.52263158	5.502631579	50.69947368	5.548947368	45.87684211	8.235263158	50.37473684	8.613684211	51.41105263	7.185263158	49.11684211	16.15842105	49.78578947	19.07526316	57.26526316	12.69947368	65.20105263	10.51631579	59.40210526	4.416842105	67.88894737	10.28157895	48.96736842	8.304736842	53.35105263	7.577894737	55.49894737	8.849473684
lt_lt-e-n-t	51.35736842	11.65263158	53.42315789	9.332631579	57.48421053	10.74894737	45.26315789	4.96	49.77	5.426315789	50.61210526	5.227368421	47.38842105	8.562105263	51.69947368	9.099473684	53.52947368	8.007894737	49.50315789	14.53263158	50.47736842	17.73947368	58.26789474	12.31894737	62.47473684	10.69736842	58.49368421	5.221052632	66.11210526	10.40052632	48.05210526	7.014736842	53.35894737	6.268947368	55.31578947	7.430526316
lt_lt-e-t	51.35736842	11.65263158	53.42315789	9.332631579	57.48421053	10.74894737	45.26315789	4.96	49.77	5.426315789	50.61210526	5.227368421	47.38842105	8.562105263	51.69947368	9.099473684	53.52947368	8.007894737	49.50315789	14.53263158	50.47736842	17.73947368	58.26789474	12.31894737	62.47473684	10.69736842	58.49368421	5.221052632	66.11210526	10.40052632	48.05210526	7.014736842	53.35894737	6.268947368	55.31578947	7.430526316
lt_lt-v	54.6175	12.56125	53.42	9.42125	57.66625	11.66125	50.69	5.885	51.1625	6.0025	52.30375	5.73125	55.54625	11.73375	54.945	11.1425	58.1675	10.54125	56.155	15.34375	52.47125	15.1	61.7225	13.5725	62.60875	9.3725	55.89875	5.68625	63.095	10.35	48.68625	6.78125	52.20125	5.45125	53.545	6.4525
ss-pt_ss-pt-l-v	53.07375	12.58	53.39625	9.37625	57.565	11.14625	48.445	5.5225	50.56875	4.5475	51.54625	4.845	51.0025	10.44125	53.185	9.87625	55.325	8.63	54.01625	14.20125	52.43125	16.82	61.31	10.795	65.3775	9.51125	58.88375	3.9925	66.76875	9.70375	45.6975	7.135	50.82625	5.95125	52.15125	6.51875
ss-pt_ss-pt-n-v	52.51	11.95125	53.39625	9.06875	57.5725	10.39125	47.41125	4.17375	50.32	3.495	51.5	3.25625	50.9575	10.53	53.4875	9.95625	55.72875	8.46375	54.0625	14.1325	52.99625	17.575	61.8575	10.31375	64.71375	8.71	59.05375	3.30875	66.8825	8.68625	44.89	6.6275	50.37875	5.555	51.6275	6.005
ss-pt_ss-pt-v	53.0725	12.58	53.395	9.3775	57.565	11.14625	48.445	5.5225	50.56875	4.5475	51.54625	4.845	51.0025	10.44125	53.185	9.87625	55.325	8.63	54.01375	14.205	52.43	16.8225	61.3075	10.7975	65.3775	9.51125	58.88375	3.9925	66.76875	9.70375	45.69625	7.135	50.82625	5.95125	52.15125	6.51875
li-pt_li-pt-v	53.57125	12.52875	53.39375	9.54875	57.7125	11.15375	47.615	6.17	49.6175	5.91625	50.46375	5.8675	52.855	11.33875	54.515	10.85375	56.8575	9.27875	54.75625	13.8975	52.5825	16.86125	61.5975	10.83125	65.31	8.82375	58.24125	4.21625	66.51125	9.455	46.5375	7.00125	51.08625	5.60625	52.48875	6.49125
lt_r-v	52.5325	12.1625	53.3275	9.62625	57.415	10.83625	46.33875	6.2225	49.24	5.0375	50.08375	5.94375	52.92375	12.0525	55.225	11.83125	57.60875	9.4075	53.57125	11.7175	52.09875	16.03125	61.16625	9.58875	64.1825	8.1325	58.73875	4.45125	66.25125	8.7925	45.20875	6.43375	50.53125	5.415	51.7375	6.0625
ss-ps_ss-ps-t-v	51.52625	12.23375	53.32375	9.37875	57.34875	10.5175	46.725	5.1875	50.56375	4.04625	51.7225	4.18	50.29125	11.2925	53.6575	10.695	55.66375	9.2075	52.80375	12.55875	52.40375	17.30875	61.38375	9.64375	64.34	9.67625	59.8725	3.58125	67.3575	9.1	43.23	6.955	49.54625	6.40375	50.64625	6.6425
li_r-n-v	51.73875	11.41875	53.255	9.17125	57.28625	10.02	46.2175	4.72625	49.79	3.18875	50.85125	3.73875	52.57375	11.2425	55.0675	10.705	57.61	8.9925	53.42	11.705	52.7025	17.1325	61.67	9.5925	63.03875	8.20375	58.83625	3.5175	65.99	8.48125	43.82375	5.31875	49.70625	4.82625	50.89125	4.775
li_r-s-v	51.80375	12.37125	53.2475	9.785	57.27125	10.76375	45.21625	5.355	48.8975	4.47	49.7375	4.75625	51.69375	11.8225	54.63875	11.485	56.83875	9.43125	52.53375	12.1725	51.91625	16.82	60.805	9.035	64.64875	8.3325	59.6075	3.8525	67.11	8.5125	44.08125	6.12625	50.09125	5.315	51.29	5.7375
li-ps_li-ps-l-v	53.285	12.66625	53.175	9.69625	57.4425	11.32125	47.6175	6.54125	49.55125	6.0775	50.34125	6.165	52.3275	11.5675	54.1425	10.84625	56.4	9.5575	54.71625	13.98875	52.48625	16.8475	61.54625	10.72	64.6825	9.2675	57.91375	4.12625	66.0125	9.51875	46.38875	7.24875	50.89625	6.0075	52.32	6.97375
lt_lt-e-l-n-t-s	49.90315789	10.96578947	53.14368421	9.244210526	57.15894737	9.849473684	42.81473684	6.039473684	48.91473684	6.871052632	49.40421053	6.514736842	44.77473684	7.737894737	50.93526316	8.401578947	52.14947368	6.985789474	47.98947368	13.23052632	50.3	18.43842105	58.04421053	9.721052632	61.65263158	8.852631579	58.77052632	4.322105263	66.65368421	8.488421053	47.18	7.360526316	53.09894737	6.489473684	55.19368421	7.692631579
lt_lt-e-l-s-t	49.90315789	10.96578947	53.14368421	9.244210526	57.15894737	9.849473684	42.81473684	6.039473684	48.91473684	6.871052632	49.40421053	6.514736842	44.77473684	7.737894737	50.93526316	8.401578947	52.14947368	6.985789474	47.98947368	13.23052632	50.3	18.43842105	58.04421053	9.721052632	61.65263158	8.852631579	58.77052632	4.322105263	66.65368421	8.488421053	47.18	7.360526316	53.09894737	6.489473684	55.19368421	7.692631579
lt_lt-e-l-t-s	49.90315789	10.96578947	53.14368421	9.244210526	57.15894737	9.849473684	42.81473684	6.039473684	48.91473684	6.871052632	49.40421053	6.514736842	44.77473684	7.737894737	50.93526316	8.401578947	52.14947368	6.985789474	47.98947368	13.23052632	50.3	18.43842105	58.04421053	9.721052632	61.65263158	8.852631579	58.77052632	4.322105263	66.65368421	8.488421053	47.18	7.360526316	53.09894737	6.489473684	55.19368421	7.692631579
sc_sc-e-l-s	51.73789474	12.83789474	53.12315789	10.38157895	57.10947368	12.00157895	45.80157895	7.088421053	50.63052632	7.294736842	50.17631579	8.263684211	43.74421053	8.269473684	48.48578947	8.85	49.1	7.682105263	47.64631579	16.65526316	48.78842105	19.72263158	55.82789474	13.38789474	64.22578947	10.37789474	58.05736842	4.387894737	67.11263158	10.40105263	50.33684211	9.575789474	54.74736842	8.720526316	56.89315789	10.69526316
sc_sc-e-s	51.73789474	12.83789474	53.12315789	10.38157895	57.10947368	12.00157895	45.80157895	7.088421053	50.63052632	7.294736842	50.17631579	8.263684211	43.74421053	8.268947368	48.48631579	8.85	49.1	7.681578947	47.64631579	16.65526316	48.78842105	19.72263158	55.82789474	13.38789474	64.22578947	10.37789474	58.05736842	4.387894737	67.11263158	10.40105263	50.33684211	9.575789474	54.74736842	8.720526316	56.89315789	10.69526316
ss_ss-l-v	55.29875	13.26	53.11625	10.09375	57.44625	12.05625	49.09125	7.47875	49.72	7.155	49.93625	7.89375	51.975	10.3125	52.6225	10.01375	54.2775	8.40875	54.69625	18.55125	51.4	18.835	59.7825	13.3575	67.33875	9.16875	57.1625	5.18625	66.41375	10.79875	50.3375	8.07125	52.5425	6.8525	54.145	8.17625
ss_ss-v	55.29875	13.26	53.11625	10.09375	57.44625	12.05625	49.09125	7.47875	49.72	7.155	49.93625	7.89375	51.97375	10.3125	52.6225	10.015	54.27625	8.40875	54.69625	18.55125	51.4	18.835	59.7825	13.3575	67.33875	9.16875	57.1625	5.18625	66.41375	10.79875	50.3375	8.07125	52.5425	6.8525	54.145	8.17625
ss-ps_ss-ps-l-v	51.96	12.39875	53.05	9.51375	57.12125	10.975	47.30125	6.19875	50.3125	5.3925	51.4275	5.86375	50.95375	11.1975	53.72625	10.6475	55.72	9.35125	53.125	12.44375	51.96625	16.38	60.9775	9.80625	64.17125	9.23875	59.01125	3.71125	66.55	9.21375	44.0325	7.01875	49.655	6.19375	50.88375	6.7775
ss-ps_ss-ps-v	51.95875	12.39875	53.05	9.51375	57.12125	10.975	47.30125	6.19875	50.3125	5.3925	51.4275	5.86375	50.9525	11.1975	53.72625	10.6475	55.72	9.35125	53.1225	12.44625	51.965	16.3825	60.975	9.80875	64.17125	9.23875	59.01125	3.71125	66.55	9.21375	44.03125	7.01875	49.655	6.19375	50.88375	6.7775
sc-pt_sc-pt-l-n-s-t-v	51.51	11.0675	53.04	8.88375	57.2675	9.4425	45.8525	6.23125	49.20625	5.06875	50.5625	5.065	50.90125	10.6475	53.9775	10.185	56.215	8.24125	52.87125	11.10625	52.14	17.0725	61.3175	7.92	63.37875	7.20125	58.8425	3.3025	66.64875	7.3225	44.0725	5.83625	50.09875	5.19625	51.29875	5.40375
ss-ps_ss-ps-n-v	51.41125	11.95625	53.00375	9.20625	57.0775	10.32375	46.43875	4.655	50.1175	3.59625	51.34125	3.74875	50.57	11.27375	53.66875	10.6725	55.7325	9.24375	53.2175	12.76125	52.68625	17.46875	61.6175	9.83625	63.5475	8.9325	58.90875	3.01375	66.48	8.615	43.3025	6.695	49.355	5.92125	50.5075	6.28
li_li-e-s	50.24736842	12.04894737	52.99315789	9.804736842	56.94210526	11.06842105	44.15578947	6.503684211	49.88789474	6.913684211	50.04052632	7.408421053	43.74684211	8.318947368	49.41842105	8.783157895	50.55578947	7.727894737	46.95473684	14.38842105	49.26526316	18.46894737	56.37947368	11.48210526	62.19263158	10.28842105	57.93315789	4.658947368	66.25736842	10.01105263	48.23263158	8.552105263	54.08052632	7.528947368	56.10052632	9.427894737
li-ps_li-ps-v	53.04	12.595	52.9925	9.6325	57.28375	11.21625	47.58625	6.19875	49.59375	5.73	50.45125	5.80125	52.225	11.57125	54.02125	10.86375	56.3	9.58625	54.56625	14.04	52.41375	16.97	61.4275	10.6825	64.38875	9.15625	57.605	3.97125	65.785	9.4475	45.95	6.96875	50.6225	5.785	52.0375	6.675
ss-ps_ss-ps-s-v	51.67875	12.6575	52.9925	9.71625	56.9525	11.14625	46.16625	6.0975	49.65625	5.01375	50.4325	5.7025	50.25375	11.4275	53.355	10.97	55.15625	9.38125	52.56125	12.94875	51.71375	16.6775	60.5875	9.815	64.715	9.215	59.55125	3.62375	67.08	9.13	43.8425	7.21875	49.655	6.3975	50.86375	7.12
li_li-e-l-t-s	49.65315789	10.98789474	52.92	9.288947368	56.92157895	9.946842105	42.51684211	6.461578947	48.51	6.974736842	48.96631579	6.860526316	44.31157895	7.377894737	50.46052632	8.032631579	51.74263158	6.684210526	48.02263158	13.30105263	50.45	18.60947368	58.14157895	10.18421053	61.31473684	8.774736842	58.54421053	4.312631579	66.37	8.474736842	46.99105263	7.406315789	52.90526316	6.515789474	55.00526316	7.770526316
li_li-e-l-n-t-s	49.65315789	10.98789474	52.92	9.288947368	56.92157895	9.946842105	42.51684211	6.461578947	48.51	6.974736842	48.96631579	6.860526316	44.31157895	7.377894737	50.46052632	8.032631579	51.74263158	6.684210526	48.02263158	13.30105263	50.45	18.60947368	58.14157895	10.18421053	61.31473684	8.774736842	58.54421053	4.312631579	66.37	8.474736842	46.99105263	7.406315789	52.90526316	6.515789474	55.00526316	7.770526316
li_li-e-l-s-t	49.65315789	10.98789474	52.92	9.288947368	56.92157895	9.946842105	42.51684211	6.461578947	48.51	6.974736842	48.96631579	6.860526316	44.31157895	7.377894737	50.46052632	8.032631579	51.74263158	6.684210526	48.02263158	13.30105263	50.45	18.60947368	58.14157895	10.18421053	61.31473684	8.774736842	58.54421053	4.312631579	66.37	8.474736842	46.99105263	7.406315789	52.90526316	6.515789474	55.00526316	7.770526316
li_r-v	51.93875	11.94125	52.8825	9.4475	56.94875	10.70125	46.345	5.95	49.2075	5.455	50.0975	6.11125	52.77	11.71625	54.9275	11.32375	57.3925	9.6675	53.13	11.33625	51.76375	15.98625	60.79875	9.815	63.0925	8.18	58.05375	4.385	65.465	8.72125	44.43375	5.76375	49.94625	4.85625	51.1325	5.35
lt_lt-e-n-l	50.90052632	11.63684211	52.84736842	9.384210526	56.92	10.89421053	44.81789474	5.246842105	49.22526316	5.766842105	49.87105263	5.68	47.01263158	8.498421053	51.33315789	9.055263158	53.00210526	7.851052632	49.23473684	14.63421053	50.13789474	17.76421053	57.90842105	12.22263158	61.64631579	10.36842105	57.44052632	5.050526316	65.29894737	10.45368421	47.76631579	7.320526316	52.94684211	6.631052632	54.92684211	7.892105263
sc_sc-e-l-t-s	50.34736842	11.08473684	52.84210526	9.474210526	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44157895	7.188947368	49.80947368	7.971578947	50.95684211	6.186315789	49.00842105	14.49052632	50.79473684	19.43157895	58.46473684	11.14157895	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
sc_sc-e-n-t-s	50.34684211	11.08473684	52.84210526	9.474736842	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44210526	7.188947368	49.80947368	7.971578947	50.95684211	6.185789474	49.00736842	14.49210526	50.79368421	19.43263158	58.46315789	11.14368421	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
sc_sc-e-t-s	50.34684211	11.08473684	52.84210526	9.474736842	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44210526	7.188947368	49.80947368	7.971578947	50.95684211	6.185789474	49.00736842	14.49210526	50.79368421	19.43263158	58.46315789	11.14368421	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
sc_sc-e-l-n-t-s	50.34736842	11.08473684	52.84210526	9.474210526	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44157895	7.188947368	49.80947368	7.971578947	50.95684211	6.186315789	49.00842105	14.49052632	50.79473684	19.43157895	58.46473684	11.14157895	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
sc_sc-e-l-s-t	50.34736842	11.08473684	52.84210526	9.474210526	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44157895	7.188947368	49.80947368	7.971578947	50.95684211	6.186315789	49.00842105	14.49052632	50.79473684	19.43157895	58.46473684	11.14157895	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
sc_sc-e-n-s-t	50.34684211	11.08473684	52.84210526	9.474736842	56.92894737	10.17052632	43.63947368	5.628947368	48.82263158	5.839473684	49.40105263	5.723157895	44.44210526	7.188947368	49.80947368	7.971578947	50.95684211	6.185789474	49.00736842	14.49210526	50.79368421	19.43263158	58.46315789	11.14368421	61.97631579	8.257368421	58.38684211	4.131052632	66.58631579	8.105263158	47.63210526	8.054736842	52.76894737	7.312631579	54.86578947	8.680526316
ss_ss-e-l-n-t-s	50.03526316	11.29157895	52.80052632	9.503684211	56.77	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168421053	49.78789474	7.984210526	50.72473684	6.232631579	48.60315789	14.87947368	50.55	19.42526316	58.04947368	11.24315789	62.21842105	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
ss_ss-e-l-s-t	50.03526316	11.29157895	52.80052632	9.503684211	56.77	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168421053	49.78789474	7.984210526	50.72473684	6.232631579	48.60315789	14.87947368	50.55	19.42526316	58.04947368	11.24315789	62.21842105	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
ss_ss-e-l-t-s	50.03526316	11.29157895	52.80052632	9.503684211	56.77	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168421053	49.78789474	7.984210526	50.72473684	6.232631579	48.60315789	14.87947368	50.55	19.42526316	58.04947368	11.24315789	62.21842105	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
ss_ss-e-n-s-t	50.03526316	11.29210526	52.8	9.503684211	56.76947368	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168947368	49.78789474	7.984736842	50.72473684	6.233157895	48.60210526	14.88105263	50.54947368	19.42631579	58.04842105	11.24473684	62.21894737	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
ss_ss-e-n-t-s	50.03526316	11.29210526	52.8	9.503684211	56.76947368	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168947368	49.78789474	7.984736842	50.72473684	6.233157895	48.60210526	14.88105263	50.54947368	19.42631579	58.04842105	11.24473684	62.21894737	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
ss_ss-e-t-s	50.03526316	11.29210526	52.8	9.503684211	56.76947368	10.28210526	42.57684211	5.786842105	48.27263158	6.284210526	48.67789474	6.050526316	44.00210526	7.168947368	49.78789474	7.984736842	50.72473684	6.233157895	48.60210526	14.88105263	50.54947368	19.42631579	58.04842105	11.24473684	62.21894737	8.245263158	58.78368421	4.242105263	66.86526316	8.139473684	47.34631579	7.531578947	52.71	6.729473684	54.78789474	8.091052632
sc_sc-e	51.93631579	11.94105263	52.79789474	9.665263158	56.93315789	11.20157895	47.82526316	5.976315789	51.40789474	6.285789474	52.12052632	6.665789474	45.66	7.853684211	49.27578947	8.123157895	50.52526316	6.983684211	47.65263158	14.39789474	47.97105263	17.42315789	55.34157895	11.98368421	63.06473684	9.736842105	56.85947368	5.086842105	65.51473684	10.16315789	49.99736842	8.614210526	54.27789474	8.088421053	56.19	9.698421053
